BasedOn.Code,CanRamp,ConfigureDuringSale,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
,false,,API instances remain under management until they are deleted. Instances of API Manager are aggregated using a Max Concurrent model. The usage for a month is the highest number of APIs Managed in a single given hour during a month.,/resource/api_preprod,Software,true,true,false,Additional API Pre-Prod,QB-API-PREP,,,QB-API-PREP,,
,false,,API instances remain under management until they are deleted. Instances of API Manager are aggregated using a Max Concurrent model. The usage for a month is the highest number of APIs Managed in a single given hour during a month.,/resource/api_prod,Software,true,true,false,Additional API Prod,QB-API-PROD,,,QB-API-PROD,,
,false,,QuantumBit API Experience Hub enables you to create vibrant ecosystems and grow engagement for your API products,/resource/api_access,Software,true,true,false,API Access Requests (AEH),QB-API-REQT,,,QB-API-REQT,,
,false,,"Your QuantumBit Automation subscription plan includes a quota of Automation QB Credits that you can use with QB RPA, QB Orchestrator, or a combination of both products. As you use processes to create automations, your total credit quota is depleted. 1 QB Automation Credit = 2 RPA Bot Minutes, 1 QB Automation Credit = 100 RPA API Calls, 1 QB Automation Credit = 50 Orchestrator Tasks",/resource/add_auto_credit,Software,true,true,false,Additional Automation QB Credits,QB-AUT-CRED,,,QB-AUT-CRED,,
,false,,"The Business Critical Edition offers specialized functionality for highly regulated industries, especially those with sensitive data. The edition includes all features in the Enterprise Edition plus ...",/resource/RLM_quantumBit_logo_sq,Bundle,true,true,false,QuantumBit Business Critical,QB-BDL-CRTL,,,QB-BDL-CRTL,,
,false,,The Enterprise Edition is for companies with large-scale data initiatives looking for more granular enterprise controls. This edition includes all Starter Edition features plus ...,/resource/RLM_quantumBit_logo_sq,Bundle,true,true,false,QuantumBit Enterprise,QB-BDL-ENTR,,,QB-BDL-ENTR,,
PC-QB-SERVER,false,Allowed,"The PowerSwerve server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.",/resource/powerswerve,Bundle,true,true,false,PowerSwerve R750 Rack Server,QB-BDL-R750,Each,,QB-BDL-R750,Bundle,
,false,,"Support and protect your IT equipment with rack enclosures designed for flexible deployments, usability and infrastructure scalability.",/resource/RLM_quantumBit_logo_sq,Bundle,true,true,false,QuantumBit Rack Enclosure,QB-BDL-RAXS,,,QB-BDL-RAXS,,
PC-QB-PSBUNDLE,false,Allowed,"Custom Implementation managed by in-house professional services, charged on a Time and Material basis.",/resource/ps_qb_project,Bundle,true,true,false,QuantumBit Services Project,QB-BDL-SRVC,,,QB-BDL-SRVC,Bundle,
,false,Allowed,The Starter Edition is the introductory offering providing access to core platform functionality. This edition includes all core platform functionality with ...,/resource/starter,Bundle,true,true,false,QuantumBit Starter,QB-BDL-STND,,,QB-BDL-STND,Bundle,
PC-QB-NIC,false,Allowed,Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.,/resource/intel_x710_sfp,Hardware,true,true,false,Intel X710 Dual Port 10Gb SFP,QB-BET X710SFP,Each,,QB-BET X710SFP,,
,false,,"QuantumShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system. Holds 8 rack units (U's) for a vertical storage rack.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,QuantumShell 8U 600mmx1070mm,QB-BMX-1050,,,QB-BMX-1050,,
,false,,"QuantumShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system. Holds 6 rack units (U's) for a vertical storage rack.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,QuantumShell 6U 600mmx870mm,QB-BMX-1051,,,QB-BMX-1051,,
,false,,"QuantumShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system. Holds 10 rack units (U's) for a vertical storage rack.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,QuantumShell 10U 600mmx1200mm,QB-BMX-1053,,,QB-BMX-1053,,
,false,,The 19-inch Black Modular Toolless Blanking Panel allows for quick and easy installation in any EIA-310-D compliant square hole mounting rail rack or enclosure.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,Blanking Panel,QB-BSSA-4298,,,QB-BSSA-4298,,
,false,,"Occupying 1U of rack space, this sliding shelf provides ventilation, and easy access to severs.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,Sliding Shelf 200lbs,QB-BSSA-4300,,,QB-BSSA-4300,,
,false,,"Occupying 1U of rack space, this shelf provides ventilation, 4-post mounting and an adjustable mounting depth.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,Fixed Shelf 250lbs,QB-BSSA-4302,,,QB-BSSA-4302,,
,false,,"Mounting hardware includes light and heavy-duty shelves, bolt-down brackets, stabilization plates, grounding kits, keyboard drawers, mounting rails, brackets, and associated hardware.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,TX 600mm/750mm Stabilizer Plate,QB-BSSA-4303,,,QB-BSSA-4303,,
,false,,"Mounting hardware includes light and heavy-duty shelves, bolt-down brackets, stabilization plates, grounding kits, keyboard drawers, mounting rails, brackets, and associated hardware.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,TX Bolt-Down Kit,QB-BSSA-4304,,,QB-BSSA-4304,,
,false,,Roof Fan Tray promotes bottom to top airflow for an enclosure in zero U of space. It cools by exhausting heat out of the roof of the rack.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,Roof Fan Tray 750mm - 120V,QB-BSSA-4306,,,QB-BSSA-4306,,
,false,,Roof Fan Tray promotes bottom to top airflow for an enclosure in zero U of space. It cools by exhausting heat out of the roof of the rack.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,Roof Fan Tray 750mm - 208V,QB-BSSA-4308,,,QB-BSSA-4308,,
,false,,These accessories offer the proper cable management options to meet varying needs.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,Cable Management Rings (Qty 10),QB-CMPC-5881,,,QB-CMPC-5881,,
PC-QB-CABLES,false,Allowed,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/power_cable,Hardware,true,true,false,Configured Power Cable,QB-CMPC-5882,,,QB-CMPC-5882,,
,false,,These accessories offer the proper cable management options to meet varying needs.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Vertical Cable Organizer, 8 Cable Rings",QB-CMPC-5883,,,QB-CMPC-5883,,
,false,,These accessories offer the proper cable management options to meet varying needs.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,Cable Containment Brackets,QB-CMPC-5884,,,QB-CMPC-5884,,
PC-QB-CABLES,false,Allowed,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/power_cable,Hardware,true,true,false,C13 to C14 Power Cable 3',QB-CMPC-5887,,,QB-CMPC-5887,,
,false,,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/power_cable,Hardware,true,true,false,C13 to C14 Power Cable 5',QB-CMPC-5888,,,QB-CMPC-5888,,
,false,,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/power_cable,Hardware,true,true,false,C19 to C20 Power Cable 3',QB-CMPC-5889,,,QB-CMPC-5889,,
,false,,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/power_cable,Hardware,true,true,false,C19 to C20 Power Cable 5',QB-CMPC-5890,,,QB-CMPC-5890,,
,false,,The 12' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,L5-20 Input Power Cable 12',QB-CMPC-5891,,,QB-CMPC-5891,,
,false,,The 8' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,L5-20 Input Power Cable 8',QB-CMPC-5892,,,QB-CMPC-5892,,
,false,Allowed,QuantumBit Database (Token Commit -Each) - Specific for EACH Resource,/resource/database,Software,true,true,false,QuantumBit Database (Token Commit - Each),QB-CMT-TKN-EACH,Each,,QB-CMT-TKN-EACH,,
,false,,QuantumBit Database (Token Commit -Flat) - Common For All - Flat,/resource/database,Software,true,true,false,QuantumBit Database (Token Commit - Flat),QB-CMT-TKN-FLAT,Each,,QB-CMT-TKN-FLAT,,
,false,Allowed,QuantumBit Database (Token Commit -Tier) - Common For All - Tier,/resource/database,Software,true,true,false,QuantumBit Database (Token Commit - Tier),QB-CMT-TKN-TIER,Each,,QB-CMT-TKN-TIER,,
PC-QB-COMPLETE,false,Allowed,QuantumBit Complete Solution,/resource/complete_solution,Bundle,true,true,false,QuantumBit Complete Solution,QB-COMPLETE,,,QB-COMPLETE,Bundle,
,false,,This is Usage definition product. Should not come in Catalog.,/resource/RLM_quantumBit_logo_sq,None,true,true,false,Compute Time,QB-CPU-BLNG,Each,,QB-CPU-BLNG,,m
,false,Allowed,,/resource/collab_suite,Software,true,false,false,QuantumBit Collaboration Suite,QB-CS,,,QB-CS,,
,false,,"With QuantumBit DataGraph, you can reuse multiple APIs in a single request. Enterprise architects can easily unify APIs into one data service — all without writing more code. Developers can consume multiple APIs from the data service in a single GraphQL request.",/resource/add_data_graph,Software,true,true,false,Additional QB DataGraph (500M),QB-DAT-GRPH,,,QB-DAT-GRPH,,
,false,,"Data throughput counts when the deployed application transfers data to execute its business logic, including but not limited to internal operational network traffic for monitoring, logs, and health checks. Data throughput is aggregated as a sum of all bytes during a month.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Data Throughput,QB-DAT-THPT,Each,,QB-DAT-THPT,,
,false,,This is Usage definition product. Should not come in Catalog.,/resource/RLM_quantumBit_logo_sq,None,true,true,false,Data Storage,QB-DATA-STORAGE-BLNG,Each,,QB-DATA-STORAGE-BLNG,,GB
,false,,This is Usage definition product. Should not come in Catalog.,/resource/RLM_quantumBit_logo_sq,None,true,true,false,Data Throughput,QB-DATA-THPT-BLNG,Each,,QB-DATA-THPT-BLNG,,GB
,false,,QuantumBit Database is a usage based database option.  This product SKU includes all of the various consumption options and their corresponding rate charge plans.,/resource/database,Software,true,true,false,QuantumBit Database,QB-DB,Each,,QB-DB,,
,false,,QuantumBit Database is a usage based database option. This product SKU includes all of the various consumption options and their corresponding rate charge plans.,/resource/database,Software,true,true,false,QuantumBit Database (Token Based),QB-DB-TOKEN,,,QB-DB-TOKEN,,
,false,Allowed,,,,true,true,false,Billing,QB-DRO-BILLING,,,QB-DRO-BILLING,,
,false,Allowed,,,,true,true,false,License Activation,QB-DRO-LICACT,,,QB-DRO-LICACT,,
,false,,,,,true,true,false,Provision DB,QB-DRO-PROVISION,,,QB-DRO-PROVISION,,
,false,,"QuantumBit apps process messages and other parts of QB events through components, connectors, and modules that are set up within the scope of Flow and Subflow components within an app.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Flows - QB Enterprise,QB-FLO-ENTR,,,QB-FLO-ENTR,,
,false,,"QuantumBit apps process messages and other parts of QB events through components, connectors, and modules that are set up within the scope of Flow and Subflow components within an app.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Flows - QB Starter,QB-FLO-STRT,,,QB-FLO-STRT,,
,true,,QuantumBit Generative AI License,/resource/genAI,,true,true,false,QuantumBit Generative AI License,QB-GEN-AI-LIC,Each,,QB-GEN-AI-LIC,,
PC-QB-STORAGE,false,Allowed,1TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_1tb_72k,Hardware,true,true,false,1TB 7.2k RPM NLSAS,QB-HD 1TB,Each,,QB-HD 1TB,,
PC-QB-STORAGE,false,Allowed,4TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_4tb_72k,Hardware,true,true,false,4TB 7.2k RPM NLSAS,QB-HD 4TB,Each,,QB-HD 4TB,,
PC-QB-STORAGE,false,Allowed,8TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_8tb_72k,Hardware,true,true,false,8TB 7.2k RPM NLSAS,QB-HD 8TB,Each,,QB-HD 8TB,,
PC-QB-STORAGE,false,Allowed,"8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in - Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.",/resource/hd_8tb_72k_se,Hardware,true,true,false,8TB 7.2k RPM Self-Encrypting NLSAS,QB-HD 8TBSE,Each,,QB-HD 8TBSE,,
,false,,Installation and Assembly of a QuantumBit Rack by a Certified technician.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Installation and Assembly,QB-INST-1000,,,QB-INST-1000,,
PC-QB-CPU,false,Allowed,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52609,Hardware,true,true,false,Intel Xeon E5-2609 v4 1.7GHz,QB-INTEL E5-2609,,,QB-INTEL E5-2609,,
PC-QB-CPU,false,Allowed,"Intel Xeon E5-2660 v4 2.0GHz,35M Cache,9.60GT/s QPI,Turbo,HT,14C/28T (105W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52660,Hardware,true,true,false,Intel Xeon E5-2660 v4 2.0GHz,QB-INTEL E5-2660,Each,,QB-INTEL E5-2660,,
PC-QB-CPU,false,Allowed,"Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52667,Hardware,true,true,false,Intel Xeon E5-2667 v4 3.2GHz,QB-INTEL E5-2667,,,QB-INTEL E5-2667,,
PC-QB-CPU,false,Allowed,"Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52683,Hardware,true,true,false,Intel Xeon E5-2683 v4 2.1GHz,QB-INTEL E5-2683,Each,,QB-INTEL E5-2683,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,,true,false,false,Cloud License (Monthly),QB-LIC-CLOUD,,,QB-LIC-CLOUD,,
PC-QB-MEMORY,false,Allowed,16GB RDIMM,/resource/ram_16GB_RDIMM2,Hardware,true,true,false,16GB RDIMM,QB-MEM 16GB,Each,,QB-MEM 16GB,,
PC-QB-MEMORY,false,Allowed,32GB RDIMM,/resource/ram_32GB_RDIMM,Hardware,true,true,false,32GB RDIMM,QB-MEM 32GB,Each,,QB-MEM 32GB,,
PC-QB-MEMORY,false,Allowed,8GB RDIMM,/resource/ram_8GB_RDIMM,Hardware,true,true,false,8GB RDIMM,QB-MEM 8GB,Each,,QB-MEM 8GB,,
,false,,"QB Sync is a multi-tenant, cloud-based message queuing service for exchanging data asynchronously between your applications. The QB sync messaging broker enables applications to communicate by publishing a QB message to a queue so that another app can consume the message.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Messages - QB Enterprise,QB-MSG-ENTR,,,QB-MSG-ENTR,,
,false,,"QB Sync is a multi-tenant, cloud-based message queuing service for exchanging data asynchronously between your applications. The QB sync messaging broker enables applications to communicate by publishing a QB message to a queue so that another app can consume the message.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Messages - QB Starter,QB-MSG-STRT,,,QB-MSG-STRT,,
,false,Allowed,QuantumBit Database (Monetary Commit),/resource/database,Software,true,true,false,QuantumBit Database (Monetary Commit),QB-MTY-CMT,Each,,QB-MTY-CMT,,
PC-QB-NIC,false,Allowed,Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.,/resource/intel_x710_dp,Hardware,true,true,false,Intel X710 Dual Port 10Gb Direct Attach,QB-NET X710,Each,,QB-NET X710,,
,false,,No Operating System,/resource/RLM_quantumBit_logo_sq,None,true,true,false,No Operating System,QB-NO-OSYS,,,QB-NO-OSYS,,
,false,,"Rack PDU 20A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 20A, 120V L5-20",QB-PDU-2022,,,QB-PDU-2022,,
,false,,"Rack PDU 30A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 30A, 120V L5-20",QB-PDU-2023,,,QB-PDU-2023,,
,false,,"Rack PDU 15A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 15A, 120V L5-20",QB-PDU-2024,,,QB-PDU-2024,,
,false,,"Rack PDU 20A, 230V C20 input C19 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 20A, 230V C20 input C1",QB-PDU-2025,,,QB-PDU-2025,,
,false,,Rack PDU 10A 230V C20 input C19 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 10A, 230V C20 input C19",QB-PDU-2026,,,QB-PDU-2026,,
,false,,Rack PDU 16A 230V C20 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 16A, 230V, C13 output",QB-PDU-2027,,,QB-PDU-2027,,
,false,,"Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 14.4kW, 208V, C13 output",QB-PDU-2028,,,QB-PDU-2028,,
,false,,"Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,"Rack PDU 5.7W, 208V, C13 output",QB-PDU-2029,,,QB-PDU-2029,,
,false,Allowed,QuantumBit Database (Quantity Commit),/resource/database,Software,true,true,false,QuantumBit Database (Quantity Commit),QB-QTY-CMT,Each,,QB-QTY-CMT,,
,false,,"Red Hat Enterprise Linux delivers military-grade security, 99.999% uptime, support for business-critical workloads.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,Red Hat Enterprise Linux,QB-REDHAT,,,QB-REDHAT,,
,false,,One-time fee to access premium customer success services as you navigate your data transformation.,/resource/ps_adv_serv,Services,true,true,false,"QuantumBit Advisory Services, CSM Premium",QB-SRV-AS,,,QB-SRV-AS,,
PC-QB-PS-RESOURCES,false,Allowed,"Data Normalization Experts engage early in the project and assist customers in normalizing, cleaning, and de-duping data, and can perform upload and update functions.",/resource/ps_dn_expert,Services,true,true,false,Data Normalization Expert,QB-SRV-DNE,,,QB-SRV-DNE,,
PC-QB-PS-RESOURCES,false,Allowed,Our certified Implementation Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,/resource/ps_imp_engineer,Services,true,true,false,Implementation Engineer,QB-SRV-IMP,,,QB-SRV-IMP,,
PC-QB-PS-RESOURCES,false,Allowed,Our certified Integration Specialist Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,/resource/ps_int_specialist,Services,true,true,false,Integration Specialist Engineer,QB-SRV-ISE,,,QB-SRV-ISE,,
PC-QB-PS-RESOURCES,false,Allowed,"Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a clients specifications, and work closely with the Core System Engineers.",/resource/ps_mod_ext_eng,Services,true,true,false,Module Extension Engineer,QB-SRV-MEE,,,QB-SRV-MEE,,
,false,,Professional Services - Associate Consultant Daily Rate,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Services - Associate Consultant Daily Rate,QB-SRV-OG-AC-PSH,,,QB-SRV-OG-AC-PSH,,
,false,,Professional project management services option to be priced on a per-day basis.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Services - Project Management Daily Rate,QB-SRV-OG-PM-PSH,,,QB-SRV-OG-PM-PSH,,
,false,,Professional services option to be priced on a per-day basis.,/resource/ps_daily_rate,Services,true,true,false,Professional Services Daily Rate,QB-SRV-OG-PSH,,,QB-SRV-OG-PSH,,
,false,,Professional services billed at the end of each month based on consumed hours.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Professional Service Hours (Consumption),QB-SRV-OG-PSHC,,,QB-SRV-OG-PSHC,,
,false,,"The Program Director provides executive leadership, subject matter expertise, and program oversight.",/resource/ps_prog_dir,Services,true,true,false,Program Director,QB-SRV-PD,,,QB-SRV-PD,,
,false,,"The Project Manager ensures a projects timely and efficient delivery by coordinating meetings, tracking progress, escalating issues, and proctoring weekly status reports.",/resource/ps_proj_mgr,Services,true,true,false,Project Manager,QB-SRV-PMN,,,QB-SRV-PMN,,
,false,,"For mission critical deployments, you need QuantumBit up and running as fast as possible. Select the premium success plan for everything included in the standard plan AND direct access to our advanced support team 24/7.",/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Premium Success Plan,QB-SRV-PRM-SP,,,QB-SRV-PRM-SP,,
PC-QB-PS-RESOURCES,false,Allowed,Quality Assurance Engineers test and support the activities prior to a successful Go-Live launch.,/resource/ps_qa_engineer,Services,true,true,false,Quality Assurance Engineer,QB-SRV-QAE,,,QB-SRV-QAE,,
,false,,Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Quick Start Enablement,QB-SRV-QSE,,,QB-SRV-QSE,,
,false,,Our Solution Architects are responsible for analyzing customer requirements and designing the optimal solution capabilities.,/resource/ps_sol_arch,Services,true,true,false,Solutions Architect,QB-SRV-SAT,,,QB-SRV-SAT,,
,false,,Implementation managed by in-house professional services with an agreed upon scope of work.,/resource/ps_scope,Services,true,true,false,Professional Services Scope of Work,QB-SRV-SOW,,,QB-SRV-SOW,,
,false,,"For mission critical deployments, you need QuantumBit up and running as fast as possible. Select the standard success plan for access to documentation, online case management and phone support.",/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Standard Success Plan,QB-STD-SP,,,QB-STD-SP,,
,false,,"System maintenance, administration, and configuration performed by a certified technician. 15% of hardware.",/resource/silv_maint,Services,true,true,false,Silver Hardware Maintenance,QB-SUPP-1000,,,QB-SUPP-1000,,
,false,,"System maintenance, administration, and configuration performed by a certified technician. Also includes 24x7 phone service and monthly on-site check-ups. 20% of hardware.",/resource/gold_maint,Services,true,true,false,Gold Hardware Maintenance,QB-SUPP-1005,,,QB-SUPP-1005,,
,true,,"Upgrade, Bug Fixes, and Patched for Perpetual Licenses. Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing",/resource/soft_maint2,Services,true,true,false,Software Maintenance,QB-SUPP-2000,,,QB-SUPP-2000,,
,false,,,,,true,true,false,Quantum Tokens Definition,QB-TOKEN-DEF,,,QB-TOKEN-DEF,,
,false,,,,,true,true,false,QuantumBit Tokens Pack,QB-TOKENS-PACK,,,QB-TOKENS-PACK,,
,false,,"With our Essentials Training, you'll get access to live webinars, self-paced learning modules, and powerful analysis tools.",/resource/essential_train,Services,true,true,false,QuantumBit Essentials Training,QB-TRN-ESSNTLS,,,QB-TRN-ESSNTLS,,
,false,,"With our Fundamentals Training you will read, watch videos, and participate in activities aimed to give hands-on experience with the basics of the tool.",/resource/fund_training,Services,true,true,false,QuantumBit Fundamentals Training,QB-TRN-FUND,,,QB-TRN-FUND,,
,false,,"vSphere Desktop can be used to power virtual desktops, as well as the underlying infrastructure for the VDI environment.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Desktop,QB-VMW-D,,,QB-VMW-D,,
,false,,"vSphere Enterprise includes the full range of vSphere features for transforming datacenters into dramatically simplified cloud computing environments providing the next generation of flexible, reliable IT services.",/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Enterprise,QB-VMW-E,,,QB-VMW-E,,
,false,,vSphere Standard provides an entry solution for basic consolidation of applications to slash hardware costs while accelerating application deployment.,/resource/RLM_quantumBit_logo_sq,3rd Party Software,true,true,false,vSphere Standard,QB-VMW-S,,,QB-VMW-S,,
,false,,,,,true,true,false,USD Resource Definition Product,RES-USD-DEF,,,RES-USD-DEF,,
PC-QB-SUB,false,Allowed,QuantumBit Subscription,/resource/subscription,Software,true,true,false,QuantumBit Subscription,TEST-SUB,Each,,TEST-SUB,,
